Gene.ID	log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00030131001	-1.20387989	0.054173738	CDY60854	BnaA01g34810D	supercontig:AST_PRJEB5043_v1:LK033921:24662:32193:-1	BnaA01g34810D protein	AT4G31590	CSLC5	chromosome:TAIR10:4:15309506:15312987:-1	CSLC5	89.947	0	2682	691	NA	NA
GSBRNA2T00030221001	2.656734425	3.37e-05	CDY60882	BnaC01g40890D	supercontig:AST_PRJEB5043_v1:LK033926:23176:23632:-1	BnaC01g40890D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030250001	-2.185901139	0.049185925	CDY60909	BnaCnng37090D	supercontig:AST_PRJEB5043_v1:LK033930:21000:22301:-1	BnaCnng37090D protein	AT5G52900	MAKR6	chromosome:TAIR10:5:21452442:21453980:-1	Probable membrane-associated kinase regulator 6	85.694	0	717	NA	NA	NA
GSBRNA2T00030301001	6.062878585	0.000211593	CDY72520	BnaCnng78090D	supercontig:AST_PRJEB5043_v1:LK051549:615:930:-1	BnaCnng78090D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030322001	3.5805498	0.01991623	CDY60956	BnaA04g28860D	supercontig:AST_PRJEB5043_v1:LK033937:4433:5032:1	BnaA04g28860D protein	AT2G32030	NA	chromosome:TAIR10:2:13632468:13633551:-1	At2g32030	87.885	2.71e-172	604	NA	GO:0008080	IPR000182;IPR016181
GSBRNA2T00030323001	4.993723738	3.22e-05	CDY60958	BnaA04g28870D	supercontig:AST_PRJEB5043_v1:LK033937:6754:7308:1	BnaA04g28870D protein	AT2G32020	NA	chromosome:TAIR10:2:13630980:13631929:-1	Acyl-CoA N-acyltransferases (NAT) superfamily protein	88.911	1.14e-180	632	258	GO:0008080	IPR000182;IPR016181
GSBRNA2T00030386001	-1.356785959	0.026909387	CDY60999	BnaA03g56620D	supercontig:AST_PRJEB5043_v1:LK033943:32224:33731:-1	BnaA03g56620D protein	AT2G39900	WLIN2A	chromosome:TAIR10:2:16658468:16660443:1	WLIM2a	89.517	0	761	173	GO:0008270	IPR001781
GSBRNA2T00030458001	3.092400649	6.65e-06	CDY61028	BnaAnng17370D	supercontig:AST_PRJEB5043_v1:LK033946:32388:36062:1	Phosphoinositide phospholipase C	AT5G58670	PLC1	chromosome:TAIR10:5:23704231:23707003:-1	Phosphoinositide phospholipase C 1	86.889	0	1857	1611	GO:0004435;GO:0005509;GO:0005515;GO:0006629;GO:0007165;GO:0008081;GO:0035556	IPR000008;IPR000909;IPR001192;IPR001711;IPR008973;IPR011992;IPR015359;IPR017946;IPR018029
GSBRNA2T00030467001	3.77131729	0.000425016	CDY61038	BnaA07g38570D	supercontig:AST_PRJEB5043_v1:LK033947:15901:16382:-1	BnaA07g38570D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030469001	-1.342412728	0.036484201	CDY61041	BnaA07g38590D	supercontig:AST_PRJEB5043_v1:LK033947:20205:21470:1	BnaA07g38590D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030502001	-4.039213711	0.017325686	CDY61063	BnaA07g37290D	supercontig:AST_PRJEB5043_v1:LK033951:15769:18255:-1	BnaA07g37290D protein	AT1G21360	GLTP2	chromosome:TAIR10:1:7481184:7483513:1	Glycolipid transfer protein 2	88.227	0	798	NA	GO:0005737;GO:0017089;GO:0046836;GO:0051861	IPR014830
GSBRNA2T00030509001	-2.478488208	8.98e-05	CDY61071	BnaCnng37280D	supercontig:AST_PRJEB5043_v1:LK033952:9502:13100:1	BnaCnng37280D protein	AT2G32530	CSLB3	chromosome:TAIR10:2:13809019:13813572:1	Cellulose synthase-like protein B3	83.916	0	791	55	GO:0016020;GO:0016760;GO:0030244	IPR005150
GSBRNA2T00030557001	-1.528743781	0.034331106	CDY72550	BnaCnng78230D	supercontig:AST_PRJEB5043_v1:LK051760:439:1979:-1	BnaCnng78230D protein	AT3G45140	LOX2	chromosome:TAIR10:3:16525245:16529352:1	Lipoxygenase 2, chloroplastic	85.315	0	998	NA	GO:0046872;GO:0055114	IPR000907;IPR013819;IPR020834
GSBRNA2T00030591001	-0.893927334	0.026490881	CDY61108	BnaA06g39420D	supercontig:AST_PRJEB5043_v1:LK033957:7872:11554:-1	BnaA06g39420D protein	AT5G26742	RH3	chromosome:TAIR10:5:9284979:9288727:-1	DEAD-box ATP-dependent RNA helicase 3, chloroplastic	87.208	0	2547	NA	GO:0003676;GO:0003723;GO:0004386;GO:0005524;GO:0005634;GO:0008026;GO:0008270	IPR001650;IPR001878;IPR011545;IPR012562;IPR014001;IPR014014
GSBRNA2T00030709001	1.151774356	0.047249755	CDY61195	BnaCnng37450D	supercontig:AST_PRJEB5043_v1:LK033967:13619:14722:-1	BnaCnng37450D protein	AT2G15970	COR413PM1	chromosome:TAIR10:2:6950041:6951192:1	WCOR413-like protein	83.877	9.84e-157	553	NA	NA	IPR008892
GSBRNA2T00030713001	-1.303185355	0.000482421	CDY61201	BnaA03g56710D	supercontig:AST_PRJEB5043_v1:LK033968:13760:15789:1	BnaA03g56710D protein	AT2G42590	GRF9	chromosome:TAIR10:2:17731855:17733967:-1	14-3-3-like protein GF14 mu	89.861	0	1014	NA	GO:0019904	IPR000308;IPR023409;IPR023410
GSBRNA2T00030727001	1.074848864	0.034701623	CDY61222	BnaC06g43690D	supercontig:AST_PRJEB5043_v1:LK033970:16392:18308:-1	BnaC06g43690D protein	AT1G70590	NA	chromosome:TAIR10:1:26618099:26620421:1	F-box protein At1g70590	82.076	0	846	NA	GO:0005515	IPR001810;IPR006597;IPR011990
GSBRNA2T00030764001	3.781877085	1.72e-06	CDY72572	BnaCnng78360D	supercontig:AST_PRJEB5043_v1:LK051912:1330:1834:1	BnaCnng78360D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030767001	-1.43047636	0.014707695	CDY72573	BnaAnng41520D	supercontig:AST_PRJEB5043_v1:LK051923:229:2005:1	BnaAnng41520D protein	AT5G10770	NA	chromosome:TAIR10:5:3403021:3405571:-1	Aspartyl protease family protein At5g10770	76.072	1.67e-177	623	NA	GO:0004190;GO:0006508	IPR001461;IPR021109
GSBRNA2T00030802001	3.779956941	0.000114351	CDY09344	BnaA02g26660D	supercontig:AST_PRJEB5043_v1:LK031995:102350:103554:-1	BnaA02g26660D protein	AT2G02990	RNS1	chromosome:TAIR10:2:873506:874886:1	Ribonuclease 1	88.606	0	808	NA	GO:0003723;GO:0033897	IPR001568;IPR018188
GSBRNA2T00030807001	1.901532206	6.55e-06	CDY09349	BnaA02g26610D	supercontig:AST_PRJEB5043_v1:LK031995:125154:127383:-1	BnaA02g26610D protein	AT1G14330	NA	chromosome:TAIR10:1:4890069:4892332:-1	At1g14330/F14L17_7	78.774	0	699	NA	GO:0005515	IPR006652;IPR015916
GSBRNA2T00030878001	6.469789411	3.46e-09	CDY09396	BnaA02g26140D	supercontig:AST_PRJEB5043_v1:LK031995:563849:566536:1	Glutamate decarboxylase	AT2G02010	GAD4	chromosome:TAIR10:2:474108:476650:-1	glutamate decarboxylase 4	90.088	0	1923	253	GO:0003824;GO:0004351;GO:0006536;GO:0016831;GO:0019752;GO:0030170	IPR002129;IPR010107;IPR015421;IPR015424
GSBRNA2T00030904001	-1.172031332	0.027385064	CDY09413	BnaA02g25970D	supercontig:AST_PRJEB5043_v1:LK031995:751902:755270:1	BnaA02g25970D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468	IPR000719;IPR001611;IPR002290;IPR003591;IPR008271;IPR011009;IPR013210;IPR013320;IPR017441;IPR020635;IPR025875
GSBRNA2T00030909001	2.036201183	0.003676326	CDY09417	BnaA02g25930D	supercontig:AST_PRJEB5043_v1:LK031995:789371:790219:1	BnaA02g25930D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030937001	-1.721961502	0.01905417	CDY09435	BnaA02g25750D	supercontig:AST_PRJEB5043_v1:LK031995:926615:927563:-1	BnaA02g25750D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00030953001	5.09104592	0.00137048	CDY09449	BnaC02g19910D	supercontig:AST_PRJEB5043_v1:LK031996:94038:96851:-1	BnaC02g19910D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR002902;IPR008271;IPR011009;IPR013320;IPR017441;IPR020635
GSBRNA2T00031017001	-1.200353516	0.045710488	CDY09480	BnaC02g20220D	supercontig:AST_PRJEB5043_v1:LK031996:424533:425647:1	BnaC02g20220D protein	AT1G70760	ndhL	chromosome:TAIR10:1:26687202:26688384:1	NAD(P)H-quinone oxidoreductase subunit L, chloroplastic	86.736	2e-178	625	NA	GO:0055114	IPR019654
GSBRNA2T00031036001	-1.204821579	0.029312765	CDY09492	BnaC02g20340D	supercontig:AST_PRJEB5043_v1:LK031996:547091:548299:-1	BnaC02g20340D protein	AT1G70830	MLP28	chromosome:TAIR10:1:26710005:26711587:-1	MLP-like protein 28	90.182	2.69e-98	359	87	GO:0006952;GO:0009607	IPR000916;IPR023393;IPR024948
GSBRNA2T00031060001	-1.554634514	0.018951458	CDY09501	BnaC02g20430D	supercontig:AST_PRJEB5043_v1:LK031996:699752:703007:1	Auxin efflux carrier component	AT1G70940	PIN3	chromosome:TAIR10:1:26742940:26746469:1	Auxin efflux carrier component 3	90.038	0	675	NA	GO:0016021;GO:0055085	IPR004776;IPR014024
GSBRNA2T00031143001	1.452563787	0.007793232	CDY09544	BnaC05g23750D	supercontig:AST_PRJEB5043_v1:LK031997:365487:368367:1	BnaC05g23750D protein	AT1G30755	NA	chromosome:TAIR10:1:10905731:10909756:-1	Putative uncharacterized protein At1g30750	87.862	0	1040	NA	NA	IPR007700;IPR021864
GSBRNA2T00031152001	1.228501399	0.026985646	CDY09550	BnaC05g23690D	supercontig:AST_PRJEB5043_v1:LK031997:400782:405191:-1	BnaC05g23690D protein	AT1G30680	NA	chromosome:TAIR10:1:10881479:10886472:1	Twinkle homolog protein, chloroplastic/mitochondrial	85.607	0	2202	1280	GO:0003678;GO:0005524;GO:0006260	IPR006171;IPR007694
GSBRNA2T00031215001	3.538139951	0.001595505	CDY09593	BnaC05g23260D	supercontig:AST_PRJEB5043_v1:LK031997:722281:723870:1	BnaC05g23260D protein	AT1G30370	NA	chromosome:TAIR10:1:10719065:10720843:-1	DAD1-like acylhydrolase	87.584	0	1373	NA	GO:0004806;GO:0006629	IPR002921
GSBRNA2T00031266001	1.185468829	0.019488784	CDY09623	BnaC07g34380D	supercontig:AST_PRJEB5043_v1:LK031998:74019:75841:1	Ubiquitin carboxyl-terminal hydrolase	AT4G17510	UCH3	chromosome:TAIR10:4:9766894:9768831:-1	Ubiquitin carboxyl-terminal hydrolase 3	88.26	0	843	NA	GO:0004221;GO:0005622;GO:0006511	IPR001578
GSBRNA2T00031282001	4.937386748	0.000337399	CDY09637	BnaC07g34240D	supercontig:AST_PRJEB5043_v1:LK031998:134290:136515:-1	BnaC07g34240D protein	AT4G17250	NA	chromosome:TAIR10:4:9670881:9673431:1	AT4g17250/dl4660w	82.574	0	1938	NA	NA	NA
GSBRNA2T00031283001	-2.40094981	0.053557394	CDY09638	BnaC07g34230D	supercontig:AST_PRJEB5043_v1:LK031998:138533:140861:1	BnaC07g34230D protein	AT4G17220	MAP70.5	chromosome:TAIR10:4:9656652:9659576:-1	Microtubule-associated protein 70-5	87.779	0	1402	NA	NA	IPR009768
GSBRNA2T00031304001	-4.538171893	0.004875168	CDY09655	BnaC07g34060D	supercontig:AST_PRJEB5043_v1:LK031998:253948:256813:-1	BnaC07g34060D protein	AT4G17050	UGLYAH	chromosome:TAIR10:4:9589501:9592590:1	(S)-ureidoglycine aminohydrolase	90.899	0	1205	NA	NA	IPR011051;IPR013096;IPR014710
GSBRNA2T00031305001	-2.745297155	0.032871862	CDY09656	BnaC07g34050D	supercontig:AST_PRJEB5043_v1:LK031998:257088:260453:1	ATP-dependent Clp protease proteolytic subunit	AT4G17040	CLPR4	chromosome:TAIR10:4:9585283:9589376:-1	ATP-dependent Clp protease proteolytic subunit-related protein 4, chloroplastic	93.348	0	1352	NA	GO:0004252;GO:0006508	IPR001907;IPR023562
GSBRNA2T00031311001	-1.884028637	0.000188759	CDY09660	BnaC07g34010D	supercontig:AST_PRJEB5043_v1:LK031998:283089:284028:-1	BnaC07g34010D protein	AT4G16980	NA	chromosome:TAIR10:4:9556783:9557939:1	Arabinogalactan family protein	86.913	9.32e-87	320	179	NA	NA
GSBRNA2T00031316001	3.813343715	0.033414768	CDY09664	BnaC07g33970D	supercontig:AST_PRJEB5043_v1:LK031998:302252:303784:-1	BnaC07g33970D protein	AT4G16820	PLA-I{beta]2	chromosome:TAIR10:4:9467512:9469425:1	Phospholipase A1-Ibeta2, chloroplastic	84.786	0	1149	NA	GO:0004806;GO:0006629	IPR002921
GSBRNA2T00031342001	-3.035506205	0.024577134	CDY09675	BnaC07g33860D	supercontig:AST_PRJEB5043_v1:LK031998:412325:413308:1	BnaC07g33860D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00031366001	-1.233503234	0.020890254	CDY09697	BnaC07g33640D	supercontig:AST_PRJEB5043_v1:LK031998:495138:495683:1	BnaC07g33640D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR008470
GSBRNA2T00031380001	-1.169705526	0.031307693	CDY09709	BnaC07g33520D	supercontig:AST_PRJEB5043_v1:LK031998:540838:541763:-1	BnaC07g33520D protein	AT3G17100	BHLH147	chromosome:TAIR10:3:5831136:5832733:1	AIF3	80.418	2.06e-74	279	NA	NA	NA
GSBRNA2T00031405001	-1.707680541	0.012008498	CDY09727	BnaC07g33340D	supercontig:AST_PRJEB5043_v1:LK031998:661412:662771:1	BnaC07g33340D protein	AT4G15955	NA	chromosome:TAIR10:4:9043712:9045599:-1	Alpha/beta-Hydrolases superfamily protein	89.096	7.98e-130	464	312	GO:0003824	IPR000073;IPR000639
GSBRNA2T00031406001	-1.694805463	0.032236914	CDY09728	BnaC07g33330D	supercontig:AST_PRJEB5043_v1:LK031998:662871:664112:-1	BnaC07g33330D protein	AT4G15930	NA	chromosome:TAIR10:4:9036169:9038075:1	At4g15930	87.234	8.1e-116	416	NA	GO:0005875;GO:0007017	IPR001372;IPR019763
GSBRNA2T00031427001	2.549075228	0.000853274	CDY09743	BnaC07g33180D	supercontig:AST_PRJEB5043_v1:LK031998:743935:745914:1	BnaC07g33180D protein	AT4G15760	MO1	chromosome:TAIR10:4:8972649:8974769:-1	monooxygenase 1	85.142	0	1219	NA	GO:0008152;GO:0016491	IPR002938;IPR003042
GSBRNA2T00031445001	2.086094661	0.019239095	CDY09750	BnaC07g33110D	supercontig:AST_PRJEB5043_v1:LK031998:810020:812319:-1	CASP-like protein	AT4G15610	NA	chromosome:TAIR10:4:8908763:8910945:1	CASP-like protein 1D1	83.477	5.84e-149	527	NA	NA	IPR006459;IPR006702
GSBRNA2T00031449001	-1.152443422	0.003710659	CDY09752	BnaC07g33090D	supercontig:AST_PRJEB5043_v1:LK031998:836150:839414:-1	BnaC07g33090D protein	AT4G15560	DXS	chromosome:TAIR10:4:8883825:8887667:1	DXS1	88.679	0	2617	1569	GO:0003824;GO:0008152;GO:0008661;GO:0016114	IPR005474;IPR005475;IPR005476;IPR005477;IPR009014;IPR015941;IPR020826
GSBRNA2T00031453001	4.828326092	2.12e-09	CDY09754	BnaC07g33070D	supercontig:AST_PRJEB5043_v1:LK031998:857664:860184:1	Glycosyltransferase	AT4G15550	UGT75D1	chromosome:TAIR10:4:8877590:8879327:-1	UDP-glycosyltransferase 75D1	84.182	0	695	NA	GO:0008152	IPR002213
GSBRNA2T00031457001	-3.08065946	0.000305873	CDY09758	BnaC07g33030D	supercontig:AST_PRJEB5043_v1:LK031998:870746:872218:1	Glycosyltransferase	AT4G15480	UGT84A1	chromosome:TAIR10:4:8848801:8850516:-1	Glycosyltransferase	85.477	0	1504	NA	GO:0008152	IPR002213
GSBRNA2T00031476001	3.734912381	0.000174872	CDY09775	BnaC09g43860D	supercontig:AST_PRJEB5043_v1:LK031999:30375:32364:1	BnaC09g43860D protein	AT5G13220	JAZ10	chromosome:TAIR10:5:4218828:4220913:1	jasmonate-zim-domain protein 10	84.471	7.56e-163	573	NA	GO:0005515	IPR010399;IPR018467
GSBRNA2T00031489001	4.212963966	1.51e-08	CDY09786	BnaC09g43750D	supercontig:AST_PRJEB5043_v1:LK031999:95101:97462:1	BnaC09g43750D protein	AT5G13320	PBS3	chromosome:TAIR10:5:4268532:4271064:1	Auxin-responsive GH3 family protein	84.527	0	1692	NA	NA	IPR004993
GSBRNA2T00031517001	0.818224377	0.050198086	CDY09801	BnaC09g43600D	supercontig:AST_PRJEB5043_v1:LK031999:174397:176472:1	BnaC09g43600D protein	AT5G13490	AAC2	chromosome:TAIR10:5:4335595:4337730:1	AAC2	88.054	0	1216	104	GO:0005215;GO:0005743;GO:0006810;GO:0055085	IPR002067;IPR002113;IPR018108;IPR023395
GSBRNA2T00031522001	-1.248329971	0.011171814	CDY09804	BnaC09g43570D	supercontig:AST_PRJEB5043_v1:LK031999:183587:184243:1	BnaC09g43570D protein	AT5G13510	RPL10	chromosome:TAIR10:5:4341262:4342095:1	50S ribosomal protein L10, chloroplastic	87.709	0	760	NA	GO:0005622;GO:0042254	IPR001790;IPR022973
GSBRNA2T00031549001	-1.130962538	0.025123073	CDY09825	BnaC09g43360D	supercontig:AST_PRJEB5043_v1:LK031999:313095:314478:1	BnaC09g43360D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR005134;IPR016804
GSBRNA2T00031550001	-1.615070097	0.027251569	CDY09826	BnaC09g43350D	supercontig:AST_PRJEB5043_v1:LK031999:314649:316569:-1	BnaC09g43350D protein	AT5G13730	SIGD	chromosome:TAIR10:5:4429095:4430901:-1	RNA polymerase sigma factor sigD, chloroplastic	86.27	0	1351	NA	GO:0003677;GO:0003700;GO:0016987	IPR000943;IPR007624;IPR007627;IPR007630;IPR011991;IPR013324;IPR013325;IPR014284
GSBRNA2T00031577001	2.596889148	0.00988335	CDY09841	BnaC09g43200D	supercontig:AST_PRJEB5043_v1:LK031999:439337:440639:1	BnaC09g43200D protein	AT5G14000	anac084	chromosome:TAIR10:5:4517799:4519423:1	NAC domain containing protein 84	86.486	0	634	NA	GO:0003677	IPR003441
GSBRNA2T00031635001	2.2094635	0.014364199	CDY09881	BnaC09g42800D	supercontig:AST_PRJEB5043_v1:LK031999:798202:798978:1	BnaC09g42800D protein	AT5G14730	NA	chromosome:TAIR10:5:4756057:4757744:1	At5g14730	74.747	1.17e-47	191	NA	NA	NA
GSBRNA2T00031675001	2.212185729	0.011394223	CDY09912	BnaC08g45390D	supercontig:AST_PRJEB5043_v1:LK032000:44321:46423:1	BnaC08g45390D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR005202
GSBRNA2T00031703001	-1.240107195	0.008266512	CDY09934	BnaC08g45170D	supercontig:AST_PRJEB5043_v1:LK032000:146628:150434:1	BnaC08g45170D protein	AT1G07200	SMXL6	chromosome:TAIR10:1:2208477:2212718:-1	Protein SMAX1-LIKE 6	78.82	0	1107	NA	NA	IPR023150
GSBRNA2T00031707001	-1.958286426	0.000574973	CDY09938	BnaC08g45130D	supercontig:AST_PRJEB5043_v1:LK032000:165636:171197:1	BnaC08g45130D protein	AT1G07110	FKFBP	chromosome:TAIR10:1:2178022:2184193:-1	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	89.471	0	2828	NA	GO:0003824;GO:0003873;GO:0005524;GO:0006000;GO:0008152;GO:0030246;GO:2001070	IPR001345;IPR002044;IPR003094;IPR013078;IPR013079;IPR013783;IPR013784;IPR016260
GSBRNA2T00031726001	-1.07078906	0.025785397	CDY09954	BnaC08g44970D	supercontig:AST_PRJEB5043_v1:LK032000:227007:230374:1	BnaC08g44970D protein	AT1G06820	CRTISO	chromosome:TAIR10:1:2092946:2096545:-1	Prolycopene isomerase, chloroplastic	90.349	0	2063	NA	GO:0016117;GO:0016853	IPR014101
GSBRNA2T00031761001	5.315643159	0.001551172	CDY09984	BnaC08g44670D	supercontig:AST_PRJEB5043_v1:LK032000:353997:354683:-1	BnaC08g44670D protein	AT1G06160	ERF094	chromosome:TAIR10:1:1882907:1883992:1	ORA59	82.298	4.33e-121	435	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00031770001	-2.403940233	0.017286628	CDY09991	BnaC08g44600D	supercontig:AST_PRJEB5043_v1:LK032000:389373:392849:-1	BnaC08g44600D protein	AT1G06080	ADS1	chromosome:TAIR10:1:1843463:1846311:1	Delta-9 acyl-lipid desaturase 1	91.071	0	1212	632	GO:0006629;GO:0055114	IPR005804;IPR015876
GSBRNA2T00031771001	-1.368133741	0.010441099	CDY09992	BnaC08g44590D	supercontig:AST_PRJEB5043_v1:LK032000:396259:398201:1	BnaC08g44590D protein	AT1G06040	BBX24	chromosome:TAIR10:1:1828413:1829890:-1	B-box zinc finger protein 24	89.326	5.74e-125	448	242	GO:0005622;GO:0008270	IPR000315
GSBRNA2T00031807001	-2.362079686	0.02829346	CDY10024	BnaC08g44270D	supercontig:AST_PRJEB5043_v1:LK032000:511927:512610:1	BnaC08g44270D protein	AT1G05420	ATOFP12	chromosome:TAIR10:1:1590038:1590998:1	ovate family protein 12	81.897	4.1e-156	551	485.2	NA	IPR006458
GSBRNA2T00031866001	-1.873073293	0.001512486	CDY10069	BnaC08g43820D	supercontig:AST_PRJEB5043_v1:LK032000:808583:809641:1	Auxin-responsive protein	AT1G04240	SHY2	chromosome:TAIR10:1:1128149:1129689:-1	AUX/IAA transcriptional regulator family protein	88.441	0	673	336	GO:0005634;GO:0046983	IPR003311;IPR011525
GSBRNA2T00031931001	4.087305967	7.63e-05	CDY10124	BnaC05g03670D	supercontig:AST_PRJEB5043_v1:LK032001:135262:136683:-1	Glycosyltransferase	AT1G05560	UGT1	chromosome:TAIR10:1:1645308:1647147:-1	UDP-glucosyltransferase 75B1	81.457	0	1081	168	GO:0008152	IPR002213
GSBRNA2T00031949001	-2.115355117	0.002759064	CDY10139	BnaC05g03820D	supercontig:AST_PRJEB5043_v1:LK032001:215773:217378:-1	Glycosyltransferase	AT1G05680	UGT74E2	chromosome:TAIR10:1:1703002:1704838:-1	Glycosyltransferase	87.445	0	1568	116	GO:0008152	IPR002213
GSBRNA2T00031973001	4.397427082	0.012656672	CDY10159	BnaC05g04020D	supercontig:AST_PRJEB5043_v1:LK032001:319776:322475:1	BnaC05g04020D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515;GO:0008270	IPR001841;IPR002867;IPR013083
GSBRNA2T00031993001	4.345948713	0.002995913	CDY10178	BnaC05g04210D	supercontig:AST_PRJEB5043_v1:LK032001:400554:401288:1	BnaC05g04210D protein	AT1G06160	ERF094	chromosome:TAIR10:1:1882907:1883992:1	ORA59	84.139	5.36e-135	481	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00031997001	1.440444352	0.05327773	CDY10182	BnaC05g04250D	supercontig:AST_PRJEB5043_v1:LK032001:418473:419991:1	BnaC05g04250D protein	AT3G62610	MYB11	chromosome:TAIR10:3:23154630:23156585:1	Transcription factor MYB11	75.325	7.19e-10	65.8	NA	GO:0003677;GO:0003682	IPR001005;IPR009057;IPR017930
GSBRNA2T00032038001	-1.104202108	0.035001491	CDY10216	BnaC05g04590D	supercontig:AST_PRJEB5043_v1:LK032001:611870:613318:1	BnaC05g04590D protein	AT1G06680	PSBP1	chromosome:TAIR10:1:2047634:2049439:1	Oxygen-evolving enhancer protein 2-1, chloroplastic	91.551	0	1092	NA	GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898	IPR002683;IPR016123
GSBRNA2T00032049001	-1.327824025	0.025375729	CDY10227	BnaC05g04700D	supercontig:AST_PRJEB5043_v1:LK032001:648512:649263:1	BnaC05g04700D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0009507;GO:0009523;GO:0015979	IPR009806
GSBRNA2T00032057001	3.849397762	0.031794187	CDY10235	BnaC05g04780D	supercontig:AST_PRJEB5043_v1:LK032001:689122:689607:1	BnaC05g04780D protein	AT1G06930	NA	chromosome:TAIR10:1:2128843:2129883:1	Expressed protein	78.273	2.57e-52	206	NA	NA	NA
GSBRNA2T00032064001	1.922009179	0.000235496	CDY10240	BnaC05g04830D	supercontig:AST_PRJEB5043_v1:LK032001:717688:720118:-1	BnaC05g04830D protein	AT1G07000	ATEXO70B2	chromosome:TAIR10:1:2150158:2152541:-1	EXO70B2	86.396	0	1953	1814	GO:0000145;GO:0006887	IPR004140;IPR016159
GSBRNA2T00032066001	1.758939911	0.002615413	CDY10242	BnaC05g04850D	supercontig:AST_PRJEB5043_v1:LK032001:723972:725776:-1	BnaC05g04850D protein	AT1G07030	NA	chromosome:TAIR10:1:2158413:2160818:-1	At1g07030	84.404	0	953	NA	GO:0055085	IPR002067;IPR018108;IPR023395
GSBRNA2T00032067001	1.93930038	0.001330601	CDY10243	BnaC05g04860D	supercontig:AST_PRJEB5043_v1:LK032001:726220:728583:-1	BnaC05g04860D protein	AT1G07040	NA	chromosome:TAIR10:1:2160919:2163387:-1	At1g07040	88.34	0	1140	NA	NA	IPR009770
GSBRNA2T00032082001	3.100114404	0.011569803	CDY10256	BnaC05g04990D	supercontig:AST_PRJEB5043_v1:LK032001:795348:797718:1	BnaC05g04990D protein	AT1G07180	NDA1	chromosome:TAIR10:1:2204104:2207099:1	Internal alternative NAD(P)H-ubiquinone oxidoreductase A1, mitochondrial	87.297	0	1742	657	GO:0016491;GO:0055114	IPR013027;IPR023753
GSBRNA2T00032096001	-0.955637731	0.043102865	CDY10268	BnaC05g05110D	supercontig:AST_PRJEB5043_v1:LK032001:844554:845750:1	BnaC05g05110D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003735;GO:0005840;GO:0006412	IPR002136;IPR013005;IPR023574
GSBRNA2T00032103001	3.190429408	0.000783864	CDY10275	BnaC05g05180D	supercontig:AST_PRJEB5043_v1:LK032001:867189:868657:-1	BnaC05g05180D protein	AT1G07430	AIP1	chromosome:TAIR10:1:2280746:2282828:-1	Protein phosphatase 2C 3	81.74	0	1037	NA	GO:0003824;GO:0004722;GO:0006470	IPR000222;IPR001932;IPR015655
GSBRNA2T00032109001	3.30187229	0.004158551	CDY10280	BnaC05g05230D	supercontig:AST_PRJEB5043_v1:LK032001:889834:890091:-1	BnaC05g05230D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00032258001	-1.129409811	0.01586859	CDY10358	BnaCnng02590D	supercontig:AST_PRJEB5043_v1:LK032003:19562:24749:1	BnaCnng02590D protein	AT5G03760	CSLA9	chromosome:TAIR10:5:985622:990630:-1	Glycosyltransferase	90.886	0	2146	NA	NA	NA
GSBRNA2T00032263001	1.941042057	0.030339082	CDY10362	BnaCnng02630D	supercontig:AST_PRJEB5043_v1:LK032003:40873:41925:-1	BnaCnng02630D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576;GO:0008083;GO:0008283	IPR009438
