Gene.ID	log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00054199001	3.307736104	1.31e-06	CDY33355	BnaC05g12280D	supercontig:AST_PRJEB5043_v1:LK032312:224659:225887:1	BnaC05g12280D protein	AT1G16110	WAKL6	chromosome:TAIR10:1:5518219:5520929:1	Wall-associated receptor kinase-like 6	78.571	2.62e-25	117	NA	GO:0004674;GO:0016021;GO:0030247	IPR013695;IPR025287
GSBRNA2T00054222001	-1.25996351	0.003504283	CDY33376	BnaC05g12070D	supercontig:AST_PRJEB5043_v1:LK032312:311799:312986:1	Chlorophyll a-b binding protein, chloroplastic	AT1G15820	LHCB6	chromosome:TAIR10:1:5446462:5447880:-1	Chlorophyll a-b binding protein, chloroplastic	87.742	0	905	NA	GO:0016020	IPR001344;IPR022796;IPR023329
GSBRNA2T00054243001	1.709399725	0.0379508	CDY33389	BnaC05g11940D	supercontig:AST_PRJEB5043_v1:LK032312:425221:427573:1	BnaC05g11940D protein	AT1G15730	NA	chromosome:TAIR10:1:5407401:5410043:-1	At1g15730/F7H2_7	87.859	0	1570	NA	NA	IPR003495;IPR011629
GSBRNA2T00054278001	1.695514643	0.005598786	CDY33401	BnaA07g04380D	supercontig:AST_PRJEB5043_v1:LK032313:245209:246872:-1	BnaA07g04380D protein	AT2G05940	RIPK	chromosome:TAIR10:2:2287238:2289636:-1	Serine/threonine-protein kinase RIPK	87.986	0	1367	1263	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001245;IPR002290;IPR008271;IPR011009;IPR020635
GSBRNA2T00054497001	3.08008234	0.019743187	CDY66529	BnaC05g49940D	supercontig:AST_PRJEB5043_v1:LK035309:15473:15685:-1	BnaC05g49940D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00054498001	3.687275392	0.000108074	CDY66530	BnaC05g49950D	supercontig:AST_PRJEB5043_v1:LK035309:15841:16521:-1	BnaC05g49950D protein	AT1G16110	WAKL6	chromosome:TAIR10:1:5518219:5520929:1	Wall-associated receptor kinase-like 6	86.405	0	715	20	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR020635
GSBRNA2T00054631001	1.344498665	0.00354074	CDY66601	BnaAnng22530D	supercontig:AST_PRJEB5043_v1:LK035353:6604:8112:-1	BnaAnng22530D protein	AT1G18720	NA	chromosome:TAIR10:1:6457800:6460210:-1	At1g18720/F6A14_17	85.294	1.24e-175	616	NA	NA	IPR009305
GSBRNA2T00054660001	1.0274084	0.017381484	CDY66623	BnaCnng51640D	supercontig:AST_PRJEB5043_v1:LK035363:2115:4023:-1	BnaCnng51640D protein	AT1G09920	NA	chromosome:TAIR10:1:3224684:3227083:-1	Expressed protein	87.457	0	660	NA	GO:0005515;GO:0008270	IPR001293;IPR008974
GSBRNA2T00054698001	1.223427877	0.016613706	CDY33459	BnaA06g36140D	supercontig:AST_PRJEB5043_v1:LK032315:24342:26898:-1	BnaA06g36140D protein	AT5G46180	DELTA-OAT	chromosome:TAIR10:5:18718417:18721744:-1	Ornithine aminotransferase, mitochondrial	90.805	0	1164	NA	GO:0003824;GO:0008483;GO:0030170	IPR005814;IPR010164;IPR015421;IPR015422;IPR015424
GSBRNA2T00054712001	4.316506088	0.000826298	CDY33471	BnaA06g36020D	supercontig:AST_PRJEB5043_v1:LK032315:110011:112431:-1	BnaA06g36020D protein	AT5G46350	WRKY8	chromosome:TAIR10:5:18801164:18804056:-1	Probable WRKY transcription factor 8	83.751	0	905	631	GO:0003700;GO:0043565	IPR003657
GSBRNA2T00054724001	-1.689253345	0.030294893	CDY33479	BnaA06g35940D	supercontig:AST_PRJEB5043_v1:LK032315:150403:156606:1	BnaA06g35940D protein	AT3G48770	NA	chromosome:TAIR10:3:18078466:18086817:-1	ATP/DNA binding protein	78.89	0	3382	NA	GO:0005524	IPR003594
GSBRNA2T00054735001	-0.861785289	0.045780513	CDY33488	BnaA06g35850D	supercontig:AST_PRJEB5043_v1:LK032315:253014:255116:1	BnaA06g35850D protein	AT1G43170	ARP1	chromosome:TAIR10:1:16266553:16268945:1	60S ribosomal protein L3-1	89.65	0	837	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR000597;IPR009000
GSBRNA2T00054738001	-1.439691719	0.020496002	CDY33490	BnaA06g35830D	supercontig:AST_PRJEB5043_v1:LK032315:259161:260371:1	BnaA06g35830D protein	AT1G43170	ARP1	chromosome:TAIR10:1:16266553:16268945:1	60S ribosomal protein L3-1	88.439	9.2e-179	627	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR000597;IPR009000
GSBRNA2T00055058001	1.253425107	0.000981919	CDY33682	BnaC04g29690D	supercontig:AST_PRJEB5043_v1:LK032320:29581:32492:1	BnaC04g29690D protein	AT5G35690	NA	chromosome:TAIR10:5:13864646:13868362:-1	Putative uncharacterized protein At5g35690	81.868	0	1031	NA	GO:0005515	IPR006567;IPR013536;IPR018997
GSBRNA2T00055060001	0.833740414	0.039171738	CDY33683	BnaC04g29680D	supercontig:AST_PRJEB5043_v1:LK032320:36626:38020:1	BnaC04g29680D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003723;GO:0003743;GO:0006413	IPR001253;IPR006196;IPR012340;IPR018104
GSBRNA2T00055098001	2.714597052	0.004450654	CDY33704	BnaC04g29470D	supercontig:AST_PRJEB5043_v1:LK032320:350513:352675:-1	BnaC04g29470D protein	AT5G64200	SC35	chromosome:TAIR10:5:25681240:25683641:-1	Serine/arginine-rich splicing factor SC35	88.679	1.42e-29	130	NA	NA	NA
GSBRNA2T00055116001	-1.195854516	0.017590094	CDY33711	BnaC04g29400D	supercontig:AST_PRJEB5043_v1:LK032320:385254:386104:-1	BnaC04g29400D protein	ATCG00670	CLPP1	chromosome:TAIR10:Pt:69910:71882:-1	plastid-encoded CLP P	100	4.65e-31	134	NA	NA	NA
GSBRNA2T00055141001	2.446982977	2.48e-06	CDY33731	BnaA09g45370D	supercontig:AST_PRJEB5043_v1:LK032321:45018:46071:1	BnaA09g45370D protein	AT1G14870	PCR2	chromosome:TAIR10:1:5128369:5129523:-1	PCR2	85.652	1.28e-134	479	102	NA	IPR006461
GSBRNA2T00055143001	2.169418393	4.87e-05	CDY33732	BnaA09g45380D	supercontig:AST_PRJEB5043_v1:LK032321:49999:51033:1	BnaA09g45380D protein	AT1G14870	PCR2	chromosome:TAIR10:1:5128369:5129523:-1	PCR2	86.522	2.74e-141	501	74	NA	IPR006461
GSBRNA2T00055148001	-2.576334719	0.008423987	CDY33736	BnaA09g45420D	supercontig:AST_PRJEB5043_v1:LK032321:72052:75488:1	BnaA09g45420D protein	AT1G14840	MAP70.4	chromosome:TAIR10:1:5111701:5115497:-1	Microtubule-associated protein 70-4	87.856	0	2117	NA	NA	IPR009768
GSBRNA2T00055152001	1.696057087	0.003387444	CDY33740	BnaA09g45460D	supercontig:AST_PRJEB5043_v1:LK032321:85339:88800:-1	BnaA09g45460D protein	AT1G14780	NA	chromosome:TAIR10:1:5090809:5094152:1	MACPF domain-containing protein At1g14780	87.081	0	2109	NA	NA	IPR020864
GSBRNA2T00055159001	2.283532093	0.000178186	CDY33746	BnaA09g45520D	supercontig:AST_PRJEB5043_v1:LK032321:111041:113377:1	BnaA09g45520D protein	AT1G14710	NA	chromosome:TAIR10:1:5061694:5065303:-1	Hydroxyproline-rich glycoprotein-like protein	85.91	0	763	NA	NA	NA
GSBRNA2T00055176001	-5.573151597	7.28e-06	CDY33761	BnaA09g45670D	supercontig:AST_PRJEB5043_v1:LK032321:243431:244613:1	BnaA09g45670D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003723;GO:0033897	IPR001568;IPR018188
GSBRNA2T00055187001	-2.488078617	9.48e-05	CDY33770	BnaA09g45760D	supercontig:AST_PRJEB5043_v1:LK032321:266584:267491:1	CASP-like protein	AT1G14160	NA	chromosome:TAIR10:1:4840562:4841848:-1	CASP-like protein 1A1	88.165	0	689	NA	NA	IPR006459;IPR006702
GSBRNA2T00055188001	-1.753625748	0.028709142	CDY33771	BnaA09g45770D	supercontig:AST_PRJEB5043_v1:LK032321:267557:268595:-1	BnaA09g45770D protein	AT1G14150	PNSL2	chromosome:TAIR10:1:4839853:4840555:1	Photosynthetic NDH subunit of lumenal location 2, chloroplastic	87.009	0	643	NA	GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898	IPR008797;IPR023222
GSBRNA2T00055266001	1.976862367	0.000349625	CDY33820	BnaCnng07380D	supercontig:AST_PRJEB5043_v1:LK032322:174566:174981:-1	BnaCnng07380D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00055285001	1.331503546	0.046301814	CDY33829	BnaCnng07470D	supercontig:AST_PRJEB5043_v1:LK032322:280211:285625:1	Calcium-transporting ATPase	AT3G57330	ACA11	chromosome:TAIR10:3:21211014:21216836:-1	Putative calcium-transporting ATPase 11, plasma membrane-type	88.365	0	3698	1195	GO:0000166;GO:0005388;GO:0005516;GO:0005524;GO:0006812;GO:0016020;GO:0016021;GO:0019829;GO:0046872;GO:0070588	IPR001757;IPR004014;IPR006068;IPR006408;IPR008250;IPR018303;IPR023214;IPR023298;IPR023299;IPR024750
GSBRNA2T00055464001	-1.140721582	0.034586677	CDY33947	BnaA02g30400D	supercontig:AST_PRJEB5043_v1:LK032324:424530:426795:1	BnaA02g30400D protein	AT5G48760	RPL13AD	chromosome:TAIR10:5:19771099:19772789:-1	60S ribosomal protein L13a-4	89.855	0	798	293	GO:0003735;GO:0005840;GO:0006412;GO:0015934	IPR005755;IPR005822;IPR023563;IPR023564
GSBRNA2T00055488001	-2.609077915	2.65e-05	CDY66645	BnaAnng22640D	supercontig:AST_PRJEB5043_v1:LK035384:32:1287:1	BnaAnng22640D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005215;GO:0006810;GO:0016020	IPR000425;IPR022357;IPR023271
GSBRNA2T00055541001	1.538658678	0.018012584	CDY66670	BnaC09g54310D	supercontig:AST_PRJEB5043_v1:LK035399:1546:3075:-1	BnaC09g54310D protein	AT5G18310	NA	chromosome:TAIR10:5:6061298:6063336:1	AT5G18310 protein	85.236	2.99e-141	501	NA	NA	NA
GSBRNA2T00055542001	1.974905095	0.000781088	CDY66671	BnaC09g54320D	supercontig:AST_PRJEB5043_v1:LK035399:13347:15171:1	BnaC09g54320D protein	AT5G18290	SIP1-2	chromosome:TAIR10:5:6055028:6056700:-1	Probable aquaporin SIP1-2	86.903	0	821	NA	GO:0005215;GO:0006810;GO:0016020	IPR000425;IPR023271
GSBRNA2T00055558001	1.889288171	0.00025332	CDY66677	BnaA01g35090D	supercontig:AST_PRJEB5043_v1:LK035403:5726:9715:-1	BnaA01g35090D protein	AT4G24020	NLP7	chromosome:TAIR10:4:12479528:12484049:1	NLP7	90.949	0	3384	NA	GO:0005515	IPR000270;IPR003035
GSBRNA2T00055628001	1.585914246	0.008723797	CDY66720	BnaA03g56490D	supercontig:AST_PRJEB5043_v1:LK035423:11093:13676:-1	BnaA03g56490D protein	AT2G38400	AGT3	chromosome:TAIR10:2:16083645:16086453:1	Alanine:glyoxylate aminotransferase 3	86.702	0	1635	NA	GO:0003824;GO:0008483;GO:0030170	IPR005814;IPR015421;IPR015422;IPR015424
GSBRNA2T00055712001	-1.203316457	0.019030629	CDY66768	BnaAnng22920D	supercontig:AST_PRJEB5043_v1:LK035453:13625:14493:-1	Chlorophyll a-b binding protein, chloroplastic	AT2G34420	LHB1B2	chromosome:TAIR10:2:14522524:14523568:-1	Chlorophyll a-b binding protein, chloroplastic	92.164	0	1131	83	GO:0016020	IPR001344;IPR022796;IPR023329
GSBRNA2T00055921001	2.031343635	0.045067223	CDY34047	BnaC03g27680D	supercontig:AST_PRJEB5043_v1:LK032326:407892:409505:-1	BnaC03g27680D protein	AT5G50200	NRT3.1	chromosome:TAIR10:5:20436275:20437726:1	High-affinity nitrate transporter 3.1	82.177	1.34e-150	532	NA	NA	IPR016605
GSBRNA2T00056005001	1.238343415	0.027403442	CDY34088	BnaA09g27140D	supercontig:AST_PRJEB5043_v1:LK032328:169335:171051:-1	BnaA09g27140D protein	AT1G28680	NA	chromosome:TAIR10:1:10078189:10079909:1	Anthranilate N-hydroxycinnamoyl/benzoyltransferase, putative	86.033	0	1424	NA	NA	IPR003480;IPR023213
GSBRNA2T00056028001	-3.031768997	0.001432967	CDY34098	BnaA09g27240D	supercontig:AST_PRJEB5043_v1:LK032328:298661:302152:-1	BnaA09g27240D protein	AT1G28440	HSL1	chromosome:TAIR10:1:9996713:10000455:1	Receptor-like protein kinase HSL1	84.731	0	2656	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468	IPR000719;IPR001611;IPR002290;IPR008271;IPR011009;IPR013210;IPR017441;IPR020635;IPR025875
GSBRNA2T00056215001	2.043921537	0.017892658	CDY34219	BnaA01g24360D	supercontig:AST_PRJEB5043_v1:LK032331:46513:49566:1	Calcium-transporting ATPase	AT3G22910	ACA13	chromosome:TAIR10:3:8116292:8119490:-1	Putative calcium-transporting ATPase 13, plasma membrane-type	85.892	0	3214	NA	GO:0000166;GO:0005388;GO:0005524;GO:0006812;GO:0016020;GO:0016021;GO:0019829;GO:0046872;GO:0070588	IPR001757;IPR004014;IPR006068;IPR006408;IPR008250;IPR018303;IPR023214;IPR023298;IPR023299
GSBRNA2T00056288001	1.524655806	0.000149225	CDY34260	BnaA01g13630D	supercontig:AST_PRJEB5043_v1:LK032332:26826:29076:1	BnaA01g13630D protein	AT4G24160	NA	chromosome:TAIR10:4:12539656:12542489:1	1-acylglycerol-3-phosphate O-acyltransferase	88.045	0	1458	NA	GO:0003824	IPR000073;IPR000639
GSBRNA2T00056297001	1.263915684	0.038569852	CDY34268	BnaA01g13710D	supercontig:AST_PRJEB5043_v1:LK032332:57749:59777:-1	BnaA01g13710D protein	AT4G24230	ACBP3	chromosome:TAIR10:4:12566631:12568846:-1	Acyl-CoA-binding domain 3	81.754	6.96e-156	551	NA	GO:0000062	IPR000582;IPR014352
GSBRNA2T00056304001	-2.073916105	0.010741748	CDY34274	BnaA01g13770D	supercontig:AST_PRJEB5043_v1:LK032332:95184:95752:1	BnaA01g13770D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00056314001	1.714661021	0.029488591	CDY34283	BnaA01g13860D	supercontig:AST_PRJEB5043_v1:LK032332:126232:128457:1	BnaA01g13860D protein	AT4G24350	NA	chromosome:TAIR10:4:12609373:12611328:1	Phosphorylase family protein	85.857	0	1061	52	GO:0003824;GO:0009116	IPR000845;IPR018017
GSBRNA2T00056340001	0.843737741	0.030024341	CDY34302	BnaA01g14050D	supercontig:AST_PRJEB5043_v1:LK032332:223465:226786:1	BnaA01g14050D protein	AT4G24690	NBR1	chromosome:TAIR10:4:12741032:12744670:1	Protein NBR1 homolog	83.529	0	1312	NA	GO:0005515;GO:0008270	IPR000270;IPR000433;IPR000449;IPR009060
GSBRNA2T00056374001	1.732335848	0.003403125	CDY34335	BnaA01g14380D	supercontig:AST_PRJEB5043_v1:LK032332:342323:344482:1	BnaA01g14380D protein	AT4G25030	NA	chromosome:TAIR10:4:12864452:12866827:1	AT4G25030 protein	83.527	0	778	NA	NA	NA
GSBRNA2T00056398001	1.030117813	0.047160902	CDY34353	BnaA09g10950D	supercontig:AST_PRJEB5043_v1:LK032333:50567:57168:1	BnaA09g10950D protein	AT1G63440	HMA5	chromosome:TAIR10:1:23527570:23531226:1	HMA5	91.19	0	2375	NA	GO:0000166;GO:0005507;GO:0006812;GO:0006825;GO:0016021;GO:0019829;GO:0030001;GO:0043682;GO:0046872	IPR001757;IPR006121;IPR006122;IPR008250;IPR017969;IPR018303;IPR023214;IPR023299;IPR027183;IPR027256
GSBRNA2T00056410001	2.833762386	0.022346804	CDY34361	BnaA09g11030D	supercontig:AST_PRJEB5043_v1:LK032333:98543:100531:1	BnaA09g11030D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00056411001	1.305994178	0.053669305	CDY34362	BnaA09g11040D	supercontig:AST_PRJEB5043_v1:LK032333:101096:107083:1	BnaA09g11040D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00056412001	1.562565556	0.002690502	CDY34363	BnaA09g11050D	supercontig:AST_PRJEB5043_v1:LK032333:107217:108751:1	BnaA09g11050D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00056435001	1.531026343	0.008721993	CDY34376	BnaA09g11180D	supercontig:AST_PRJEB5043_v1:LK032333:196766:198219:-1	BnaA09g11180D protein	AT1G63720	NA	chromosome:TAIR10:1:23635745:23637577:-1	At1g63720/F24D7_9	78.826	0	658	NA	NA	NA
GSBRNA2T00056438001	0.976445918	0.039857033	CDY34379	BnaA09g11210D	supercontig:AST_PRJEB5043_v1:LK032333:210177:212761:-1	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	AT2G20420	NA	chromosome:TAIR10:2:8805342:8808171:1	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	90.794	0	1685	NA	GO:0003824;GO:0005524;GO:0008152	IPR005809;IPR005811;IPR013650;IPR013815;IPR013816;IPR016102;IPR017866
GSBRNA2T00056494001	-1.082065246	0.024308693	CDY34422	BnaA09g11640D	supercontig:AST_PRJEB5043_v1:LK032333:411748:415677:1	Endoglucanase	AT1G64390	AtGH9C2	chromosome:TAIR10:1:23911024:23915236:1	Endoglucanase 6	91.055	0	2516	NA	GO:0003824;GO:0005975;GO:0030246	IPR001701;IPR008928;IPR012341;IPR018221;IPR019028
GSBRNA2T00056529001	1.07325885	0.002411984	CDY34441	BnaC01g21920D	supercontig:AST_PRJEB5043_v1:LK032334:145918:148160:1	BnaC01g21920D protein	AT4G16190	RD19C	chromosome:TAIR10:4:9171280:9173667:1	Probable cysteine protease RD19C	87.381	0	1201	NA	GO:0006508;GO:0008234	IPR000169;IPR000668;IPR013128;IPR013201;IPR025661
GSBRNA2T00056547001	-2.514378982	0.011932833	CDY34454	BnaC01g21790D	supercontig:AST_PRJEB5043_v1:LK032334:267451:269808:1	BnaC01g21790D protein	AT4G16380	NA	chromosome:TAIR10:4:9254404:9256232:1	Heavy metal transport/detoxification superfamily protein	92.032	9.13e-97	353	NA	GO:0030001;GO:0046872	IPR006121
GSBRNA2T00056666001	2.874695308	0.018409913	CDY66832	BnaAnng23050D	supercontig:AST_PRJEB5043_v1:LK035506:10508:12130:1	Xyloglucan endotransglucosylase/hydrolase	AT4G30270	XTH24	chromosome:TAIR10:4:14819192:14820595:-1	Xyloglucan endotransglucosylase/hydrolase protein 24	88.862	0	998	822	GO:0005618;GO:0005975;GO:0006073;GO:0016762;GO:0048046	IPR000757;IPR008263;IPR008264;IPR008985;IPR010713;IPR013320;IPR016455
GSBRNA2T00057113001	2.526871495	0.004661571	CDY34655	BnaC08g42140D	supercontig:AST_PRJEB5043_v1:LK032338:304163:307293:-1	BnaC08g42140D protein	AT1G11260	STP1	chromosome:TAIR10:1:3777236:3780823:1	STP1	90.664	0	1474	1087	GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0022857;GO:0022891;GO:0055085	IPR003663;IPR005828;IPR005829;IPR016196;IPR020846
GSBRNA2T00057201001	1.700038164	0.009449569	CDY34691	BnaC04g19920D	supercontig:AST_PRJEB5043_v1:LK032339:360872:361717:1	BnaC04g19920D protein	AT1G62840	NA	chromosome:TAIR10:1:23271416:23272578:1	At1g62840	88.938	0	832	NA	NA	IPR009902
GSBRNA2T00057213001	6.850143158	2.27e-09	CDY34697	BnaA01g33280D	supercontig:AST_PRJEB5043_v1:LK032340:23372:26428:1	Non-specific serine/threonine protein kinase	AT3G01090	KIN10	chromosome:TAIR10:3:31163:34670:-1	SNF1-related protein kinase catalytic subunit alpha KIN10	90.597	0	2036	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468	IPR000449;IPR000719;IPR001772;IPR002290;IPR008271;IPR011009;IPR015940;IPR017441;IPR020635
GSBRNA2T00057219001	-1.158170494	0.011482093	CDY34702	BnaA01g33230D	supercontig:AST_PRJEB5043_v1:LK032340:39510:40865:-1	BnaA01g33230D protein	AT3G02080	RPS19A	chromosome:TAIR10:3:363881:365376:-1	40S ribosomal protein S19-1	91.784	4.15e-169	593	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR001266;IPR011991;IPR018277
GSBRNA2T00057233001	-1.508419362	0.052135274	CDY34713	BnaA01g33120D	supercontig:AST_PRJEB5043_v1:LK032340:196008:198794:-1	BnaA01g33120D protein	AT3G02250	NA	chromosome:TAIR10:3:423791:427095:-1	O-fucosyltransferase family protein	91.381	0	1472	502	NA	IPR004000;IPR019378;IPR020902
GSBRNA2T00057249001	1.197336771	0.042247685	CDY34724	BnaA01g33010D	supercontig:AST_PRJEB5043_v1:LK032340:238887:241335:1	BnaA01g33010D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0000166;GO:0004616;GO:0006098;GO:0016491;GO:0050661;GO:0050662;GO:0055114	IPR006114;IPR006115;IPR008927;IPR012284;IPR013328;IPR016040
GSBRNA2T00057266001	-2.023293891	0.041762522	CDY34733	BnaA01g32920D	supercontig:AST_PRJEB5043_v1:LK032340:371857:373766:-1	BnaA01g32920D protein	AT3G02510	NA	chromosome:TAIR10:3:521794:524675:-1	Putative uncharacterized protein At3g02510	91.171	0	1369	NA	NA	IPR000408;IPR009091
GSBRNA2T00057309001	2.899501501	0.006710276	CDY34766	BnaA09g41330D	supercontig:AST_PRJEB5043_v1:LK032341:163879:165493:-1	BnaA09g41330D protein	AT2G24500	REIL2	chromosome:TAIR10:2:10400630:10402934:-1	Cytoplasmic 60S subunit biogenesis factor REI1 homolog 2	83.993	0	1133	NA	GO:0003676;GO:0005622;GO:0008270	IPR003604;IPR007087;IPR015880
GSBRNA2T00057338001	-2.592753863	0.003790053	CDY34793	BnaA09g41600D	supercontig:AST_PRJEB5043_v1:LK032341:302725:305701:1	BnaA09g41600D protein	AT2G24150	HHP3	chromosome:TAIR10:2:10265271:10267607:-1	Heptahelical transmembrane protein 3	82.752	0	905	NA	GO:0016021	IPR004254
GSBRNA2T00057345001	-1.667658004	0.00911018	CDY34798	BnaA09g41650D	supercontig:AST_PRJEB5043_v1:LK032341:331006:333054:1	BnaA09g41650D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515	IPR001810;IPR006566;IPR027191
GSBRNA2T00057349001	-2.962223292	0.003977943	CDY34802	BnaA09g41690D	supercontig:AST_PRJEB5043_v1:LK032341:347266:349395:1	BnaA09g41690D protein	AT2G24070	QWRF4	chromosome:TAIR10:2:10231300:10235476:-1	QWRF motif-containing protein 4	82.075	4.49e-40	167	NA	NA	IPR007573
GSBRNA2T00057367001	1.246177967	0.034880943	CDY34814	BnaA09g41810D	supercontig:AST_PRJEB5043_v1:LK032341:401000:402626:1	BnaA09g41810D protein	AT2G23810	TET8	chromosome:TAIR10:2:10135605:10137595:-1	TET8	82.503	0	717	NA	GO:0016021	IPR000301;IPR018499;IPR018503
GSBRNA2T00057376001	1.066257984	0.054941572	CDY34822	BnaA09g47480D	supercontig:AST_PRJEB5043_v1:LK032342:24718:26792:-1	BnaA09g47480D protein	AT1G11890	SEC22	chromosome:TAIR10:1:4010757:4013104:1	SEC22	90.979	0	881	NA	GO:0006810;GO:0016021;GO:0016192	IPR001388;IPR010908;IPR011012
GSBRNA2T00057401001	1.230586942	0.026038796	CDY34841	BnaA09g47670D	supercontig:AST_PRJEB5043_v1:LK032342:126205:127601:1	BnaA09g47670D protein	AT1G11310	MLO2	chromosome:TAIR10:1:3800770:3804185:-1	MLO-like protein	88.77	0	907	NA	GO:0008219;GO:0016021	IPR004326
GSBRNA2T00057440001	-2.889570872	0.034930472	CDY34877	BnaA09g48030D	supercontig:AST_PRJEB5043_v1:LK032342:288100:290775:1	BnaA09g48030D protein	AT1G10640	NA	chromosome:TAIR10:1:3515182:3518035:-1	Pectin lyase-like protein	87.727	0	1003	NA	GO:0004650;GO:0005975	IPR000743;IPR006626;IPR011050;IPR012334
GSBRNA2T00057488001	0.994711184	0.045889032	CDY34914	BnaA01g32450D	supercontig:AST_PRJEB5043_v1:LK032343:84785:93074:1	BnaA01g32450D protein	AT3G07100	ERMO2	chromosome:TAIR10:3:2245164:2250796:-1	Protein transport protein Sec24-like At3g07100	89.944	0	2525	NA	GO:0006886;GO:0006888;GO:0008270;GO:0030127	IPR006895;IPR006896;IPR006900;IPR012990
GSBRNA2T00057566001	1.556130893	0.003105348	CDY34980	BnaA01g27540D	supercontig:AST_PRJEB5043_v1:LK032344:164214:166636:-1	BnaA01g27540D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0030246	IPR006918;IPR008965
GSBRNA2T00057576001	1.066825452	0.034867288	CDY34987	BnaA01g27470D	supercontig:AST_PRJEB5043_v1:LK032344:191349:193692:1	BnaA01g27470D protein	AT3G17000	UBC32	chromosome:TAIR10:3:5796930:5799747:1	Ubiquitin-conjugating enzyme E2 32	86.696	0	1018	NA	GO:0016881	IPR000608;IPR016135
GSBRNA2T00057907001	-1.017947463	0.034596834	CDY35042	BnaA06g10520D	supercontig:AST_PRJEB5043_v1:LK032346:7318:8436:-1	Chlorophyll a-b binding protein, chloroplastic	AT1G15820	LHCB6	chromosome:TAIR10:1:5446462:5447880:-1	Chlorophyll a-b binding protein, chloroplastic	87.355	0	889	NA	GO:0016020	IPR001344;IPR022796;IPR023329
GSBRNA2T00057915001	-0.999776972	0.03096209	CDY35050	BnaA06g10600D	supercontig:AST_PRJEB5043_v1:LK032346:26290:27609:1	40S ribosomal protein S12	AT1G15930	RPS12A	chromosome:TAIR10:1:5471450:5473014:1	40S ribosomal protein S12-1	90.164	2.55e-156	551	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR000530;IPR004038
GSBRNA2T00057917001	1.399344382	0.005145935	CDY35052	BnaA06g10620D	supercontig:AST_PRJEB5043_v1:LK032346:32946:34509:1	BnaA06g10620D protein	AT1G15950	CCR1	chromosome:TAIR10:1:5478754:5482165:1	Cinnamoyl-CoA reductase 1	91.576	0	1147	NA	GO:0000166;GO:0003824;GO:0044237;GO:0050662	IPR001509;IPR016040
GSBRNA2T00057990001	1.413181255	0.004913018	CDY35110	BnaA06g11200D	supercontig:AST_PRJEB5043_v1:LK032346:294950:296560:1	BnaA06g11200D protein	AT1G16670	NA	chromosome:TAIR10:1:5697216:5699870:1	Kinase domain-containing protein	85.75	0	1242	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001245;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00058057001	-1.139637043	0.02821639	CDY35163	BnaA09g18000D	supercontig:AST_PRJEB5043_v1:LK032347:194271:195317:1	BnaA01g08920D protein	AT4G18100	RPL32A	chromosome:TAIR10:4:10035468:10036647:-1	60S ribosomal protein L32-1	92	1.08e-159	562	66	GO:0003735;GO:0005622;GO:0005840;GO:0006412	IPR001515;IPR018263
