Gene.ID	log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00003111001	1.544509439	0.002639165	CDY51303	BnaCnng20480D	supercontig:AST_PRJEB5043_v1:LK032983:29937:32435:1	BnaCnng20480D protein	AT1G02660	NA	chromosome:TAIR10:1:571826:575085:-1	Alpha/beta-Hydrolases superfamily protein	82.527	0	1417	NA	GO:0004806;GO:0006629	IPR002921
GSBRNA2T00003118001	3.004279455	0.000118645	CDY51307	BnaCnng20520D	supercontig:AST_PRJEB5043_v1:LK032983:81049:85671:-1	BnaCnng20520D protein	AT1G02520	ABCB11	chromosome:TAIR10:1:523536:529069:1	ABC transporter B family member 11	86.202	0	4111	1981	GO:0000166;GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0017111;GO:0055085	IPR001140;IPR003439;IPR003593;IPR011527;IPR017871;IPR017940
GSBRNA2T00003129001	5.817296419	1.23e-11	CDY51312	BnaCnng20570D	supercontig:AST_PRJEB5043_v1:LK032984:54611:55321:-1	BnaCnng20570D protein	AT5G04340	ZAT6	chromosome:TAIR10:5:1216058:1217362:-1	Zinc finger protein ZAT6	79.683	3.2e-127	455	NA	GO:0003676;GO:0005622;GO:0008270	IPR007087;IPR013087;IPR015880
GSBRNA2T00003138001	-1.879992958	2.97e-05	CDY70398	BnaCnng68200D	supercontig:AST_PRJEB5043_v1:LK041977:1204:2527:-1	BnaCnng68200D protein	AT3G45780	PHOT1	chromosome:TAIR10:3:16818347:16824210:1	RPT1	87.148	0	992	NA	GO:0000155;GO:0000160;GO:0004871;GO:0007165	IPR000014;IPR000700
GSBRNA2T00003203001	1.132298158	0.009074968	CDY70429	BnaCnng68320D	supercontig:AST_PRJEB5043_v1:LK042074:3:3171:1	BnaCnng68320D protein	AT1G31280	AGO2	chromosome:TAIR10:1:11181504:11185396:1	Protein argonaute 2	84.511	0	2459	981	GO:0003676;GO:0005515	IPR003100;IPR003165;IPR012337;IPR014811
GSBRNA2T00003260001	-1.289976619	0.053559491	CDY51354	BnaA04g28480D	supercontig:AST_PRJEB5043_v1:LK032988:11933:15501:1	BnaA04g28480D protein	AT2G29670	NA	chromosome:TAIR10:2:12681831:12685151:-1	At2g29670/T27A16.23	83.288	0	662	NA	GO:0005515	IPR011990;IPR013026;IPR019734
GSBRNA2T00003261001	-1.619442991	0.014772649	CDY51355	BnaA04g28490D	supercontig:AST_PRJEB5043_v1:LK032988:16390:17641:-1	BnaA04g28490D protein	AT2G29660	NA	chromosome:TAIR10:2:12678890:12680737:1	At2g29660	80.505	0	826	NA	GO:0008270	IPR007087
GSBRNA2T00003267001	-1.415889626	0.001346091	CDY51360	BnaA04g28540D	supercontig:AST_PRJEB5043_v1:LK032988:34046:36124:1	Tubulin beta chain	AT2G29550	TUBB7	chromosome:TAIR10:2:12643917:12646057:-1	Tubulin beta-7 chain	88.376	0	1613	336	GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0006184;GO:0007017;GO:0043234;GO:0051258	IPR000217;IPR002453;IPR003008;IPR008280;IPR013838;IPR017975;IPR018316;IPR023123
GSBRNA2T00003270001	1.593257191	0.030659764	CDY51363	BnaA04g28570D	supercontig:AST_PRJEB5043_v1:LK032988:39483:39941:1	BnaA04g28570D protein	AT2G29500	HSP17.6B	chromosome:TAIR10:2:12633065:12634120:-1	17.6 kDa class I heat shock protein 2	85.591	1.29e-134	479	NA	NA	IPR002068;IPR008978
GSBRNA2T00003272001	3.111688374	0.001054766	CDY51365	BnaA04g28590D	supercontig:AST_PRJEB5043_v1:LK032988:43811:45042:1	BnaA04g28590D protein	AT2G29470	GSTU3	chromosome:TAIR10:2:12628422:12629640:-1	Glutathione S-transferase U3	84.375	0	654	98	GO:0005515	IPR004045;IPR010987;IPR012336;IPR017933
GSBRNA2T00003273001	1.831633594	1.96e-05	CDY51366	BnaA04g28600D	supercontig:AST_PRJEB5043_v1:LK032988:51580:54454:1	BnaA04g28600D protein	AT2G29460	GSTU4	chromosome:TAIR10:2:12626478:12627891:-1	Glutathione S-transferase U4	85.926	0	721	144	GO:0005515	IPR004045;IPR010987;IPR012336;IPR017933
GSBRNA2T00003275001	3.855271184	0.006762166	CDY51368	BnaA04g28620D	supercontig:AST_PRJEB5043_v1:LK032988:56518:57316:1	BnaA04g28620D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00003276001	1.839278679	7.6e-05	CDY51369	BnaA04g28630D	supercontig:AST_PRJEB5043_v1:LK032988:59213:60149:1	BnaA04g28630D protein	AT2G29420	GSTU7	chromosome:TAIR10:2:12617936:12618899:-1	Glutathione S-transferase U7	82.609	3.1e-167	588	NA	GO:0005515	IPR004045;IPR004046;IPR010987;IPR012336;IPR017933
GSBRNA2T00003310001	-1.534092517	0.000157492	CDY51384	BnaC08g46210D	supercontig:AST_PRJEB5043_v1:LK032991:1866:3776:-1	BnaC08g46210D protein	AT1G03630	PORC	chromosome:TAIR10:1:907523:909650:1	PORC	89.609	0	1520	NA	GO:0000166;GO:0008152;GO:0016491;GO:0016630;GO:0055114	IPR002198;IPR002347;IPR005979;IPR016040
GSBRNA2T00003315001	-2.005128925	2.69e-05	CDY51388	BnaC08g46250D	supercontig:AST_PRJEB5043_v1:LK032991:54722:55496:-1	BnaC08g46250D protein	AT1G03600	PSB27-1	chromosome:TAIR10:1:898480:899794:1	PSB27	81.343	1.53e-114	412	NA	NA	IPR025585
GSBRNA2T00003326001	-2.095105496	0.047905889	CDY51395	BnaA06g01260D	supercontig:AST_PRJEB5043_v1:LK032992:408:2895:-1	BnaA06g01260D protein	AT1G54180	BRXL3	chromosome:TAIR10:1:20227168:20230236:1	Protein Brevis radix-like 3	80.206	1.96e-156	553	NA	NA	IPR013591
GSBRNA2T00003329001	1.651345483	0.008954992	CDY51398	BnaA06g01290D	supercontig:AST_PRJEB5043_v1:LK032992:12525:14735:-1	BnaA06g01290D protein	AT1G54150	SPL2	chromosome:TAIR10:1:20215395:20217000:1	E3 ubiquitin-protein ligase SPL2	79.358	0	754	NA	GO:0005515;GO:0008270;GO:0016881	IPR001841;IPR013083;IPR022170
GSBRNA2T00003345001	-1.383513398	0.001495355	CDY51411	BnaA06g01420D	supercontig:AST_PRJEB5043_v1:LK032992:78817:81070:-1	BnaA06g01420D protein	AT1G54030	MVP1	chromosome:TAIR10:1:20167597:20169684:1	Inactive GDSL esterase/lipase-like protein 25	83.697	0	813	NA	GO:0006629;GO:0016787	IPR001087;IPR013831
GSBRNA2T00003346001	-1.56661282	0.00204684	CDY51412	BnaA06g01430D	supercontig:AST_PRJEB5043_v1:LK032992:83835:86447:1	BnaA06g01430D protein	AT1G54020	NA	chromosome:TAIR10:1:20161672:20163738:-1	GDSL esterase/lipase At1g54020	82.731	0	979	NA	GO:0006629;GO:0016787	IPR001087;IPR013831
GSBRNA2T00003348001	-3.006492408	0.003685477	CDY51414	BnaA04g26910D	supercontig:AST_PRJEB5043_v1:LK032993:598:3981:-1	BnaA04g26910D protein	AT2G47160	BOR1	chromosome:TAIR10:2:19357420:19361328:-1	Boron transporter 1	89.24	0	2638	746	GO:0005452;GO:0006820;GO:0016020;GO:0016021	IPR003020;IPR011531
GSBRNA2T00003354001	-1.784657705	0.00028634	CDY51419	BnaA04g26960D	supercontig:AST_PRJEB5043_v1:LK032993:23739:30900:1	BnaA04g26960D protein	AT2G47240	LACS1	chromosome:TAIR10:2:19392497:19397907:1	Long chain acyl-CoA synthetase 1	89.718	0	2532	2262	GO:0003824;GO:0008152	IPR000873;IPR020845
GSBRNA2T00003370001	3.347923629	0.000747417	CDY51430	BnaA04g27070D	supercontig:AST_PRJEB5043_v1:LK032993:76001:78397:1	Pectinesterase	AT2G47550	PME20	chromosome:TAIR10:2:19508929:19511792:1	Probable pectinesterase/pectinesterase inhibitor 20	85.504	0	1753	NA	GO:0004857;GO:0005618;GO:0030599;GO:0042545	IPR000070;IPR006501;IPR011050;IPR012334;IPR018040
GSBRNA2T00003432001	3.116006314	0.020481736	CDY70442	BnaAnng33690D	supercontig:AST_PRJEB5043_v1:LK042134:323:1255:-1	BnaAnng33690D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00003436001	3.638345616	9.87e-05	CDY70443	BnaCnng68360D	supercontig:AST_PRJEB5043_v1:LK042139:286:2705:1	BnaCnng68360D protein	AT3G23150	ETR2	chromosome:TAIR10:3:8254559:8257888:1	Ethylene receptor 2	84.085	0	2143	NA	GO:0000155;GO:0000156;GO:0000160;GO:0004673;GO:0004871;GO:0005515;GO:0005524;GO:0005789;GO:0007165;GO:0009873;GO:0016020	IPR001789;IPR003018;IPR003594;IPR003661;IPR009082;IPR011006;IPR014525
GSBRNA2T00003439001	-2.440560188	0.044175953	CDY70444	BnaCnng68370D	supercontig:AST_PRJEB5043_v1:LK042143:768:2048:1	BnaCnng68370D protein	AT4G17460	HAT1	chromosome:TAIR10:4:9739518:9741234:1	Homeobox-leucine zipper protein HAT1	85.563	0	867	536	GO:0000976;GO:0003677;GO:0003700;GO:0005634;GO:0043565	IPR000047;IPR001356;IPR003106;IPR006712;IPR009057;IPR017970
GSBRNA2T00003442001	2.714141619	3.7e-08	CDY70447	BnaAnng33720D	supercontig:AST_PRJEB5043_v1:LK042146:2034:3289:-1	BnaAnng33720D protein	AT1G20160	CRSP	chromosome:TAIR10:1:6990642:6993989:-1	CO(2)-response secreted protease	87.983	0	1127	NA	GO:0004252;GO:0006508	IPR000209;IPR015500;IPR023828
GSBRNA2T00003472001	-1.334649515	0.028001673	CDY51440	BnaA09g54850D	supercontig:AST_PRJEB5043_v1:LK032995:20139:21814:-1	BnaA09g54850D protein	AT3G55040	GSTL2	chromosome:TAIR10:3:20398538:20400346:-1	Glutathione S-transferase L2, chloroplastic	86.939	0	821	NA	GO:0005515	IPR004045;IPR010987;IPR012336;IPR017933
GSBRNA2T00003493001	-1.323499813	0.014264194	CDY51452	BnaA05g36690D	supercontig:AST_PRJEB5043_v1:LK032996:61484:64261:1	BnaA05g36690D protein	AT3G21300	NA	chromosome:TAIR10:3:7492739:7496371:-1	RNA methyltransferase family protein	87.819	0	1947	NA	GO:0003723;GO:0006396;GO:0008173	IPR001566;IPR002792;IPR010280;IPR012340
GSBRNA2T00003494001	3.183958063	0.046334052	CDY51453	BnaA05g36700D	supercontig:AST_PRJEB5043_v1:LK032996:64418:64642:-1	BnaA05g36700D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00003495001	1.325829128	0.008210881	CDY51454	BnaA05g36710D	supercontig:AST_PRJEB5043_v1:LK032996:65113:68075:-1	BnaA05g36710D protein	AT3G21295	NA	chromosome:TAIR10:3:7489167:7492863:1	Tudor/PWWP/MBT superfamily protein	80.317	4e-150	532	NA	NA	IPR000313
GSBRNA2T00003509001	2.435253864	0.000781063	CDY51463	BnaC09g35910D	supercontig:AST_PRJEB5043_v1:LK032997:41930:43939:-1	BnaC09g35910D protein	AT5G60270	LECRK17	chromosome:TAIR10:5:24257723:24260043:1	L-type lectin-domain containing receptor kinase I.7	85.842	0	2130	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0030246	IPR000719;IPR001220;IPR001245;IPR002290;IPR008271;IPR008985;IPR011009;IPR013320;IPR017441;IPR020635
GSBRNA2T00003531001	-1.661083952	1.7e-05	CDY51472	BnaC03g59130D	supercontig:AST_PRJEB5043_v1:LK032998:65100:67603:1	BnaC03g59130D protein	AT1G30120	PDH-E1 BETA	chromosome:TAIR10:1:10584105:10586680:-1	Pyruvate dehydrogenase E1 component subunit beta-2, chloroplastic	89.144	0	1157	298	GO:0003824;GO:0008152	IPR005475;IPR005476;IPR009014;IPR015941
GSBRNA2T00003541001	-1.445865489	0.006021694	CDY51475	BnaC02g47680D	supercontig:AST_PRJEB5043_v1:LK032999:70284:71208:-1	BnaC02g47680D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0006952	IPR003614;IPR008176;IPR008177
GSBRNA2T00003557001	3.199735772	0.030211288	CDY51485	BnaC03g77410D	supercontig:AST_PRJEB5043_v1:LK033000:76325:78125:1	BnaC03g77410D protein	AT4G31020	NA	chromosome:TAIR10:4:15108508:15110289:-1	Alpha/beta-Hydrolases superfamily protein	89.205	0	1098	NA	NA	NA
GSBRNA2T00003564001	2.157679294	0.000243456	CDY51491	BnaC09g51060D	supercontig:AST_PRJEB5043_v1:LK033001:17268:20246:-1	BnaC09g51060D protein	AT2G18700	TPS11	chromosome:TAIR10:2:8108898:8112010:1	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11	85.978	0	2758	NA	GO:0003824;GO:0005992;GO:0008152	IPR001830;IPR003337;IPR006379;IPR023214
GSBRNA2T00003568001	5.394887666	3.21e-06	CDY51493	BnaC09g51080D	supercontig:AST_PRJEB5043_v1:LK033001:43715:44674:-1	BnaC09g51080D protein	AT2G18680	NA	chromosome:TAIR10:2:8094614:8095779:1	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: male gametophyte, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage; BES /.../idopsis thaliana protein match is: unknown protein (TAIR:AT2G18690.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	81.745	0	721	8	NA	NA
GSBRNA2T00003579001	1.460597624	0.002486495	CDY51497	BnaC09g51120D	supercontig:AST_PRJEB5043_v1:LK033001:72393:73880:1	BnaC09g51120D protein	AT2G18600	RCE2	chromosome:TAIR10:2:8073167:8075009:-1	Probable NEDD8-conjugating enzyme Ubc12-like	84.794	1.01e-157	556	75	GO:0016881	IPR000608;IPR016135;IPR023313
GSBRNA2T00003593001	2.122430183	0.003012863	CDY51500	BnaC06g43410D	supercontig:AST_PRJEB5043_v1:LK033002:31099:32316:-1	BnaC06g43410D protein	AT1G69490	NAC029	chromosome:TAIR10:1:26122080:26123514:1	NAP	85.879	0	813	NA	GO:0003677	IPR003441
GSBRNA2T00003597001	-2.214885887	0.000100326	CDY51503	BnaC06g43440D	supercontig:AST_PRJEB5043_v1:LK033002:56945:60183:-1	S-acyltransferase	AT1G69420	PAT22	chromosome:TAIR10:1:26093026:26097167:1	S-acyltransferase	87.009	0	1980	NA	GO:0008270	IPR001594
GSBRNA2T00003612001	-2.708208708	0.009159773	CDY51514	BnaC04g02370D	supercontig:AST_PRJEB5043_v1:LK033003:17505:20552:-1	BnaC04g02370D protein	AT2G42580	TTL3	chromosome:TAIR10:2:17728479:17731836:1	Inactive TPR repeat-containing thioredoxin TTL3	85.601	0	1705	NA	GO:0005515;GO:0045454	IPR001440;IPR011990;IPR012336;IPR013026;IPR013766;IPR019734
GSBRNA2T00003621001	-1.77183696	0.017121741	CDY51521	BnaA05g33210D	supercontig:AST_PRJEB5043_v1:LK033004:1291:4539:-1	BnaA05g33210D protein	AT3G02930	NA	chromosome:TAIR10:3:654966:658637:1	WEB family protein At3g02930, chloroplastic	78.444	1.91e-104	381	NA	NA	IPR008545
GSBRNA2T00003623001	3.839106658	0.003424894	CDY51522	BnaA05g33220D	supercontig:AST_PRJEB5043_v1:LK033004:5618:7216:1	BnaA05g33220D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00003627001	1.917523829	0.006999947	CDY51525	BnaA05g33250D	supercontig:AST_PRJEB5043_v1:LK033004:17371:19596:-1	BnaA05g33250D protein	AT3G02875	ILR1	chromosome:TAIR10:3:631824:634074:1	IAA-amino acid hydrolase ILR1	88.08	0	1533	1425	GO:0008152;GO:0016787	IPR002933;IPR011650;IPR017439
GSBRNA2T00003631001	4.771644427	3.96e-06	CDY51529	BnaA05g33290D	supercontig:AST_PRJEB5043_v1:LK033004:29868:30995:-1	BnaA05g33290D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005488	IPR011989;IPR016024
GSBRNA2T00003641001	1.323117807	0.002514466	CDY51537	BnaA05g33370D	supercontig:AST_PRJEB5043_v1:LK033004:48038:51683:1	BnaA05g33370D protein	AT3G02750	NA	chromosome:TAIR10:3:593207:596562:-1	Protein phosphatase 2C family protein	89.655	0	887	NA	GO:0003824	IPR001932;IPR015655
GSBRNA2T00003643001	-2.021031799	0.002687729	CDY51539	BnaA05g33390D	supercontig:AST_PRJEB5043_v1:LK033004:55072:60280:1	BnaA05g33390D protein	AT3G02730	TRXF1	chromosome:TAIR10:3:588266:589693:-1	TRXF1	85.795	5.35e-159	560	NA	GO:0006662;GO:0009055;GO:0015035;GO:0045454	IPR005746;IPR012336;IPR013766;IPR017937
GSBRNA2T00003651001	1.507050745	0.031933532	CDY70458	BnaCnng68450D	supercontig:AST_PRJEB5043_v1:LK042178:1003:3185:-1	BnaCnng68450D protein	AT1G72830	HAP2C	chromosome:TAIR10:1:27405461:27407540:-1	Nuclear transcription factor Y subunit A-3	86.78	0	983	600	GO:0003677;GO:0003700;GO:0005634;GO:0016602	IPR001289;IPR018362
GSBRNA2T00003664001	-1.019985009	0.045103617	CDY70462	BnaAnng33770D	supercontig:AST_PRJEB5043_v1:LK042190:1134:2787:-1	BnaAnng33770D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR021139
GSBRNA2T00003669001	-1.612002533	0.000754925	CDY70463	BnaCnng68480D	supercontig:AST_PRJEB5043_v1:LK042200:795:2659:-1	BnaCnng68480D protein	AT1G62780	NA	chromosome:TAIR10:1:23249145:23251195:-1	Putative uncharacterized protein At1g62780	85.994	0	761	NA	NA	NA
GSBRNA2T00003673001	1.359845967	0.043000894	CDY70466	BnaCnng68490D	supercontig:AST_PRJEB5043_v1:LK042204:485:2631:-1	BnaCnng68490D protein	AT2G29990	NDA2	chromosome:TAIR10:2:12793320:12796085:-1	Internal alternative NAD(P)H-ubiquinone oxidoreductase A2, mitochondrial	90.105	0	1365	367	GO:0016491;GO:0055114	IPR013027;IPR023753
GSBRNA2T00003725001	3.003873116	0.000164139	CDY51547	BnaC03g72930D	supercontig:AST_PRJEB5043_v1:LK033005:15848:17501:1	BnaC03g72930D protein	AT4G11910	SGR2	chromosome:TAIR10:4:7156150:7158047:1	Protein STAY-GREEN 2, chloroplastic	87.808	0	894	415	NA	IPR024438
GSBRNA2T00003734001	-4.384111639	0.001626275	CDY51554	BnaC03g73000D	supercontig:AST_PRJEB5043_v1:LK033005:58597:60469:1	BnaC03g73000D protein	AT4G12030	BASS5	chromosome:TAIR10:4:7210807:7213376:1	Probable sodium/metabolite cotransporter BASS5, chloroplastic	87.805	0	1432	NA	GO:0006814;GO:0008508;GO:0016020	IPR002657
GSBRNA2T00003752001	5.540002768	1.35e-08	CDY51567	BnaCnng20960D	supercontig:AST_PRJEB5043_v1:LK033006:65965:68437:1	BnaCnng20960D protein	AT3G61390	PUB36	chromosome:TAIR10:3:22716238:22718490:1	U-box domain-containing protein 36	81.898	7.73e-131	468	270	GO:0000151;GO:0004842;GO:0016567	IPR003613;IPR013083
GSBRNA2T00003760001	-2.048728132	3.62e-06	CDY51572	BnaCnng21010D	supercontig:AST_PRJEB5043_v1:LK033006:88964:90555:1	Chlorophyll a-b binding protein, chloroplastic	AT3G61470	LHCA2	chromosome:TAIR10:3:22745514:22747444:1	Photosystem I chlorophyll a/b-binding protein 2, chloroplastic	90.909	0	1005	609	GO:0016020	IPR001344;IPR022796;IPR023329
GSBRNA2T00003840001	-1.197832988	0.048189671	CDY51608	BnaC02g45820D	supercontig:AST_PRJEB5043_v1:LK033012:29159:34086:-1	Urease	AT1G67550	URE	chromosome:TAIR10:1:25312660:25317495:1	Urease	89.964	0	3238	NA	GO:0006807;GO:0009039;GO:0016151;GO:0016787;GO:0019627;GO:0043419	IPR002019;IPR002026;IPR005848;IPR006680;IPR008221;IPR011059;IPR011612;IPR017950;IPR017951
GSBRNA2T00003852001	-2.665589687	5.72e-09	CDY51617	BnaCnng21090D	supercontig:AST_PRJEB5043_v1:LK033013:2548:5056:1	BnaCnng21090D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00003857001	-1.889700961	0.005673303	CDY51621	BnaCnng21130D	supercontig:AST_PRJEB5043_v1:LK033013:15056:16971:1	BnaCnng21130D protein	AT1G31190	IMPL1	chromosome:TAIR10:1:11144772:11146930:1	Phosphatase IMPL1, chloroplastic	88.455	0	1338	NA	GO:0046854	IPR000760;IPR020550;IPR020583
GSBRNA2T00003871001	-1.68739138	0.037357232	CDY51630	BnaCnng21220D	supercontig:AST_PRJEB5043_v1:LK033014:17116:18060:-1	BnaCnng21220D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00003879001	-2.242164181	0.0152351	CDY51635	BnaCnng21270D	supercontig:AST_PRJEB5043_v1:LK033014:66778:68571:1	BnaCnng21270D protein	AT5G60890	MYB34	chromosome:TAIR10:5:24494291:24496371:1	Transcription factor MYB34	82.848	0	769	567	GO:0003677;GO:0003682	IPR001005;IPR009057;IPR017930
GSBRNA2T00003882001	5.659085396	1.2e-07	CDY51636	BnaCnng21280D	supercontig:AST_PRJEB5043_v1:LK033014:79590:82838:-1	BnaCnng21280D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001480;IPR002290;IPR008271;IPR011009;IPR013320;IPR017441;IPR020635
GSBRNA2T00003883001	3.676056762	2.68e-05	CDY51637	BnaCnng21290D	supercontig:AST_PRJEB5043_v1:LK033014:83570:86834:-1	BnaCnng21290D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001480;IPR002290;IPR008271;IPR011009;IPR013227;IPR017441;IPR020635
GSBRNA2T00003978001	2.500659714	0.002056496	CDY51649	BnaAnng10890D	supercontig:AST_PRJEB5043_v1:LK033016:31303:34478:1	Peroxidase	AT4G30170	PER45	chromosome:TAIR10:4:14762819:14764636:1	Peroxidase	89.877	5.46e-147	521	NA	GO:0004601;GO:0006979;GO:0020037;GO:0055114	IPR000823;IPR002016;IPR010255;IPR019794
GSBRNA2T00004033001	-4.692025953	0.004868153	CDY51693	BnaA05g36800D	supercontig:AST_PRJEB5043_v1:LK033019:50076:52813:1	BnaA05g36800D protein	AT3G19710	BCAT4	chromosome:TAIR10:3:6846969:6849582:-1	Methionine aminotransferase BCAT4	84.432	0	1031	NA	GO:0003824;GO:0004084;GO:0008152;GO:0009081	IPR001544;IPR005786
GSBRNA2T00004034001	-1.915082805	0.000520829	CDY51694	BnaA05g36810D	supercontig:AST_PRJEB5043_v1:LK033019:54562:56418:-1	BnaA05g36810D protein	AT3G19680	NA	chromosome:TAIR10:3:6840281:6842320:1	Putative uncharacterized protein At3g19680	82.77	0	1003	685	NA	IPR010410
GSBRNA2T00004042001	-2.091830911	0.000171266	CDY51700	BnaA03g58900D	supercontig:AST_PRJEB5043_v1:LK033020:2081:3147:-1	Photosystem II reaction center Psb28 protein	AT4G28660	PSB28	chromosome:TAIR10:4:14149880:14151098:1	Photosystem II reaction center Psb28 protein	84.712	3.3e-156	551	NA	GO:0009523;GO:0009654;GO:0015979;GO:0016020	IPR005610
GSBRNA2T00004051001	1.441725636	0.001812958	CDY51705	BnaA03g58950D	supercontig:AST_PRJEB5043_v1:LK033020:35492:39928:1	BnaA03g58950D protein	AT2G18760	CHR8	chromosome:TAIR10:2:8128706:8134401:1	chromatin remodeling 8	88.039	0	3827	NA	GO:0003676;GO:0003677;GO:0004386;GO:0005524	IPR000330;IPR001650;IPR014001
GSBRNA2T00004061001	-2.329997157	6.91e-05	CDY51710	BnaA09g51970D	supercontig:AST_PRJEB5043_v1:LK033021:1541:3818:-1	BnaA09g51970D protein	AT4G01460	BHLH57	chromosome:TAIR10:4:620691:622999:1	Transcription factor bHLH57	83.631	0	870	NA	GO:0046983	IPR011598
GSBRNA2T00004062001	-1.797233649	0.007251477	CDY51711	BnaA09g51980D	supercontig:AST_PRJEB5043_v1:LK033021:10824:12938:-1	WAT1-related protein	AT4G01440	NA	chromosome:TAIR10:4:597187:598720:1	WAT1-related protein At4g01440	89.071	0	1358	NA	GO:0016020	IPR000620
GSBRNA2T00004063001	-1.968620158	0.003322103	CDY51712	BnaA09g51990D	supercontig:AST_PRJEB5043_v1:LK033021:16524:17443:-1	BnaA09g51990D protein	AT4G01410	NA	chromosome:TAIR10:4:578028:579287:1	At4g01410	86.494	0	754	NA	NA	IPR004864
GSBRNA2T00004066001	-1.290292225	9.15e-05	CDY51715	BnaA09g52020D	supercontig:AST_PRJEB5043_v1:LK033021:33074:34144:-1	BnaA09g52020D protein	AT4G00810	RPP1B	chromosome:TAIR10:4:345911:347191:-1	AT4G00810 protein	90.058	3.46e-124	444	102	GO:0003735;GO:0005622;GO:0005840;GO:0006414	IPR001813
GSBRNA2T00004073001	2.088642302	0.00706471	CDY51722	BnaA09g52090D	supercontig:AST_PRJEB5043_v1:LK033021:68144:69236:-1	BnaA09g52090D protein	AT4G00940	DOF4.1	chromosome:TAIR10:4:402959:404670:-1	Dof zinc finger protein DOF4.1	86.288	0	758	645	GO:0003677;GO:0008270	IPR003851
GSBRNA2T00004095001	2.961355749	0.000653475	CDY51733	BnaA01g37160D	supercontig:AST_PRJEB5043_v1:LK033023:24863:25648:-1	PRA1 family protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR004895
GSBRNA2T00004096001	3.144726282	0.001906812	CDY51734	BnaA01g37170D	supercontig:AST_PRJEB5043_v1:LK033023:27209:28097:-1	PRA1 family protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR004895
GSBRNA2T00004097001	2.487762063	2.21e-05	CDY51735	BnaA01g37180D	supercontig:AST_PRJEB5043_v1:LK033023:32673:33558:-1	PRA1 family protein	AT3G13720	PRA1F3	chromosome:TAIR10:3:4494979:4496800:-1	PRA1 family protein F3	81.53	7.36e-123	440	NA	NA	IPR004895
GSBRNA2T00004102001	4.772831843	3.11e-16	CDY51739	BnaA01g37220D	supercontig:AST_PRJEB5043_v1:LK033023:57935:60969:-1	BnaA01g37220D protein	AT3G13790	CWINV1	chromosome:TAIR10:3:4532911:4535579:-1	Beta-fructofuranosidase, insoluble isoenzyme CWINV1	91.028	0	2368	1684	GO:0005975	IPR001362;IPR008985;IPR013148;IPR013189;IPR023296
GSBRNA2T00004106001	1.161605515	0.009041172	CDY51742	BnaA01g37250D	supercontig:AST_PRJEB5043_v1:LK033023:73734:76857:1	BnaA01g37250D protein	AT3G13810	AtIDD11	chromosome:TAIR10:3:4544364:4547513:1	indeterminate(ID)-domain 11	90.453	0	1086	465	GO:0003676;GO:0005622;GO:0008270	IPR007087;IPR013087;IPR015880;IPR022755
GSBRNA2T00004117001	-1.890865489	0.021897251	CDY51751	BnaA05g32750D	supercontig:AST_PRJEB5043_v1:LK033024:22881:25902:1	BnaA05g32750D protein	AT3G03770	NA	chromosome:TAIR10:3:945077:949238:-1	Probable inactive leucine-rich repeat receptor-like protein kinase At3g03770	87.708	0	2102	NA	GO:0004672;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR001245;IPR002290;IPR011009;IPR020635
